Customer Id,CustomerChurn,LastInvoiceDate,AvgInvoiceAmount,LocationName,Zip,AvgMiles,NoCalls,ClaimsMade,DelayedQuote,PickupDelay,DeliveryDelay,VolumeChange,PriceChangedPostQuote,CompetitorsPresent,CurrentInflation
26342,1,05-Aug-14,4935,"Carlyle,Illinois",62231,433.5024921,0,0,0,0,0,0,0,0,1
38851,0,17-Oct-17,24312,"White Rock,New Mexico",87547,2401.160037,0,0,1,1,1,0,0,0,1
32312,0,31-Mar-16,5881,"Youngstown,Ohio",44510,568.082307,0,0,0,0,0,0,0,0,1
46203,0,17-Mar-14,19058,"Santa Clarita,California",91350,1865.804156,0,0,0,1,1,0,0,0,0
12234,0,05-May-14,15413,"Largo,Florida",33779,1501.318918,1,0,0,0,0,0,0,0,1
50387,0,01-Sep-16,12187,"Preston,Oklahoma",74456,1173.738409,0,0,1,1,1,0,0,0,1
33515,0,09-Nov-17,25010,"Astor,Florida",32102,2441.015116,0,0,0,0,0,0,0,0,1
39650,1,18-Aug-14,9346,"Ann Arbor, MI ",48108,869.567879,0,0,0,1,1,1,0,1,1
2862,0,25-Jun-17,37314,"Huntington Beach,California",92649,3711.39158,0,0,1,1,1,0,0,0,1
32796,0,30-Oct-14,11154,"Hull,Texas",77564,1050.430088,0,0,0,0,0,0,0,0,1
47370,0,08-Jan-16,18914,"New Columbia,Pennsylvania",17856,1871.435381,0,0,1,1,1,0,0,0,1
38284,0,17-Aug-15,22981,"Torrance,California",90506,2278.103059,1,0,0,0,0,0,0,0,0
46541,0,28-Jan-17,11336,"Saint Joe,Indiana",46785,1083.586306,0,0,0,1,0,0,0,0,1
50829,0,13-May-14,2700,"Knoxville,Alabama",35469,209.998295,0,0,1,0,0,0,0,0,1
25027,0,05-Feb-16,23059,"Boise,Idaho",83715,2260.94751,0,0,1,1,0,0,0,0,1
8004,0,14-Mar-15,17101,"Oakley,Idaho",83346,1670.104324,1,0,1,0,0,0,0,0,0
19684,0,29-Nov-14,10547,"Walton,West Virginia",25286,1009.67152,0,0,0,1,0,0,0,0,0
54534,0,18-Jun-13,9764,"Macon,Georgia",31208,911.439685,0,0,0,1,0,0,0,0,0
13403,0,14-Feb-14,14805,"Dallas,Texas",75250,1440.489478,0,0,0,1,0,0,0,0,0
23839,0,05-Jan-17,14952,"La Quinta,California",92248,1430.212682,0,0,0,1,0,0,0,0,1
54556,0,28-Apr-15,9947,"Petros,Tennessee",37845,954.6983113,0,0,0,0,0,0,0,0,0
59712,0,04-Mar-14,13524,"Minot,North Dakota",58707,1312.386259,0,0,0,0,0,0,0,0,0
6584,0,12-Jan-13,15462,"West Hempstead,New York",11552,1521.17737,0,0,0,0,0,0,0,0,0
27072,0,27-Jan-13,8981,"Tulsa,Oklahoma",74110,848.1355924,0,0,0,0,0,0,0,0,0
23023,0,12-Aug-13,17666,"Litchville,North Dakota",58461,1731.609973,0,0,0,0,0,0,0,0,0
29724,0,22-Jan-15,37393,"Ocean Bluff,Massachusetts",2065,3709.305123,0,0,0,0,0,0,0,0,0
23374,0,07-Dec-15,38184,"Philadelphia,Pennsylvania",19099,3768.409161,0,0,0,0,0,0,0,0,0
13776,0,15-Aug-15,12786,"Cavalier,North Dakota",58220,1258.64573,0,0,0,0,0,0,0,0,0
1426,0,13-Jun-16,2044,"Gnadenhutten,Ohio",44629,164.445445,0,0,0,0,0,0,0,0,1
48905,0,06-Sep-14,17662,"Elkhorn,Nebraska",68022,1731.191078,0,0,0,0,0,0,0,0,1
48668,0,05-Jul-17,11990,"New York,New York",10272,1163.999681,0,0,0,0,0,0,0,0,1
40303,0,03-Mar-17,6807,"Modena,Pennsylvania",19358,660.6576555,0,0,0,0,0,0,0,0,1
10564,0,21-Oct-13,19756,"Eagleville,Pennsylvania",19415,1925.598768,0,0,0,0,0,0,0,0,0
11710,0,14-Apr-14,13903,"Guernsey,Wyoming",82214,1335.270855,0,0,0,0,0,0,0,0,1
12204,0,19-Jul-14,38785,"East Randolph,Vermont",5041,3818.45619,0,0,0,0,0,0,0,0,1
36634,1,05-Jan-14,24353,"Lake Mc Donald,Montana",59921,2380.287616,0,0,1,0,0,1,1,0,1
22423,0,07-Aug-17,14423,"Aynor,South Carolina",29511,1382.3179,0,0,0,0,0,0,0,0,1
52568,0,11-Sep-13,33375,"Tacoma,Washington",98418,3297.456379,0,0,0,0,0,0,0,0,0
51857,0,17-Oct-16,18455,"Loughman,Florida",33858,1825.513201,0,0,0,0,0,0,0,0,1
35573,0,06-Jan-16,4258,"Farley,Missouri",64028,370.7908968,1,0,0,0,0,0,0,0,1
21640,1,19-Oct-15,6696,"Atlanta, GA ",30361,649.5768329,0,1,0,1,1,0,0,1,0
58309,0,31-Oct-15,9144,"Bath,Illinois",62617,874.3632152,0,0,0,0,0,0,0,0,0
46771,0,08-Oct-14,2475,"Hughesville,Pennsylvania",17737,212.4579267,0,0,0,0,0,0,0,0,1
32039,0,02-Feb-16,7089,"Robards,Kentucky",42452,648.9400433,0,0,0,0,0,0,0,0,1
27593,0,15-Jul-17,14856,"Perry,Kansas",66073,1435.608434,1,0,0,0,0,0,0,0,1
12262,0,21-Sep-13,17364,"Cornish,Maine",4020,1676.363369,0,0,0,0,0,0,0,0,0
26498,0,18-Apr-16,9448,"Champlin,Minnesota",55316,884.7923701,0,0,0,0,0,0,0,0,1
9900,0,30-Jul-17,32232,"Pensacola,Florida",32522,3163.154838,0,0,0,0,0,0,0,0,1
46008,0,04-Jun-16,12121,"Lansing,Michigan",48917,1192.078687,0,0,0,0,0,0,0,0,1
45669,0,10-Jun-17,4929,"Plymouth,Vermont",5056,452.9283541,0,0,0,0,0,0,0,0,1
52905,0,20-Sep-16,34131,"Fort Jones,California",96032,3393.117954,0,0,0,0,0,0,0,0,1
50540,0,27-Apr-16,3507,"Oakdale,Wisconsin",54649,310.7024858,0,0,0,0,0,0,0,0,1
52724,1,06-Jan-13,2495,"Sauquoit,New York",13456,194.4601498,2,0,1,0,0,0,1,0,0
31674,1,03-Jul-14,12182,"New York, NY ",10003,1178.197817,1,1,0,1,1,0,0,1,1
9036,0,21-Nov-16,39618,"Weehawken,New Jersey",7086,3921.798432,0,0,0,0,0,0,0,0,1
11462,0,01-Aug-14,8756,"Hamtramck,Michigan",48212,850.6242536,0,0,0,0,0,0,0,0,1
59053,0,06-Apr-14,25286,"Oakville,Texas",78060,2478.61483,1,0,0,0,0,0,0,0,1
30668,0,07-Jul-14,42553,"Wolfeboro Falls,New Hampshire",3896,4190.320729,0,0,0,0,0,0,0,0,1
37542,0,13-Dec-15,18043,"Whitman,West Virginia",25652,1739.301002,0,0,0,0,0,0,0,0,0
50106,0,09-Jul-17,23981,"Fresno,California",93771,2353.141153,0,0,0,0,0,0,0,0,1
53115,0,03-Feb-17,8650,"Philadelphia,Pennsylvania",19190,840.0375354,0,0,0,0,0,0,0,0,1
36042,0,22-May-13,30281,"Meadow,Utah",84644,2983.103378,0,0,0,0,0,0,0,0,0
32306,0,02-May-17,19870,"Columbus,Nebraska",68601,1942.048341,0,0,0,0,0,0,0,0,1
55081,1,13-Apr-13,7593,"Chicago, IL ",60647,699.3198496,4,0,1,1,0,0,0,1,1
35713,0,27-Aug-13,11685,"Stone Mountain,Georgia",30088,1133.504351,0,0,0,0,0,0,0,0,0
27304,1,04-Aug-14,7144,"Harrod,Ohio",45850,664.4497179,5,1,0,1,1,0,1,0,1
33360,0,05-Oct-16,12729,"Sherwood,Arkansas",72120,1242.864112,0,0,0,0,0,0,0,0,1
50151,0,19-Dec-16,5390,"Haleyville,Alabama",35565,513.954897,0,0,0,0,0,0,0,0,1
27699,0,07-Sep-15,16856,"Cashton,Wisconsin",54619,1640.593721,0,0,0,0,0,0,0,0,0
40154,0,27-Oct-14,38672,"Morton,Pennsylvania",19070,3817.161441,1,0,0,0,0,0,0,0,1
20557,0,03-Jul-14,13567,"Ephraim,Utah",84627,1331.696252,0,0,0,0,0,0,0,0,1
53819,0,10-Dec-14,12510,"Okemos,Michigan",48864,1190.983203,0,0,0,0,0,0,0,0,0
59887,0,20-Jan-16,3505,"Bethel,New York",12720,305.4767123,0,0,0,0,0,0,0,0,1
22784,0,19-Mar-16,4222,"Cabin John,Maryland",20818,397.2241402,0,0,0,0,0,0,0,0,1
4721,1,19-Feb-13,7609,"Eunice,Missouri",65468,695.9350799,5,0,1,0,0,1,0,0,0
7472,0,23-Mar-15,14225,"Cookville,Texas",75558,1367.530198,0,0,0,0,0,0,0,0,0
54058,0,03-Aug-13,19805,"Iron Station,North Carolina",28080,1930.501342,0,0,0,0,0,0,0,0,0
43990,0,14-Jun-14,20119,"Lakeland,Florida",33802,1971.947961,0,0,0,0,0,0,0,0,1
2635,0,23-Sep-13,17943,"Avella,Pennsylvania",15312,1749.335087,1,0,0,0,0,0,0,0,0
12991,0,29-Dec-16,21804,"Pine Bluff,Arkansas",71601,2115.410931,0,0,0,0,0,0,0,0,1
32606,0,07-Dec-13,7083,"New Munster,Wisconsin",53152,668.3416119,0,0,0,0,0,0,0,0,0
18047,0,26-May-13,12272,"Wheeler,Texas",79096,1207.198768,1,0,0,0,0,0,0,0,0
29789,1,03-Sep-13,7359,"Gulfport,Mississippi",39503,700.8795149,2,1,0,0,0,0,1,0,0
44347,0,09-Jun-16,35039,"Los Alamitos,California",90721,3458.930616,0,0,0,0,0,0,0,0,1
30843,0,29-Mar-16,14958,"Oklahoma City,Oklahoma",73106,1455.793312,0,0,0,0,0,0,0,0,1
41297,0,04-Jan-16,32772,"Arlee,Montana",59821,3227.207679,0,0,0,0,0,0,0,0,1
38345,0,07-Nov-17,31855,"Syracuse,New York",13218,3130.548316,0,0,0,0,0,0,0,0,1
54994,0,03-Mar-16,37798,"Breezewood,Pennsylvania",15533,3729.811096,0,0,0,0,0,0,0,0,1
22943,0,25-Sep-15,9708,"Tipp City,Ohio",45371,920.8094141,0,0,0,0,0,0,0,0,0
15199,0,23-Aug-14,17464,"Young America,Minnesota",55551,1726.37259,0,0,0,0,0,0,0,0,1
38866,0,10-Jul-14,18936,"Dallas,Texas",75376,1848.61334,0,0,0,0,0,0,0,0,1
43253,0,23-Mar-16,16736,"Shreveport,Louisiana",71102,1653.560249,1,0,0,0,0,0,0,0,1
17361,0,01-Nov-16,5541,"Amarillo,Texas",79102,504.0757488,0,0,0,0,0,0,0,0,1
11930,0,08-Nov-14,23101,"Hillrose,Colorado",80733,2255.124242,0,0,0,0,0,0,0,0,0
19095,0,19-Feb-17,8440,"North Billerica,Massachusetts",1862,813.9552234,0,0,0,0,0,0,0,0,1
20901,0,17-Jun-17,32158,"Madison,Indiana",47250,3150.766757,0,0,0,0,0,0,0,0,1
34366,1,07-Nov-15,21564,"El Paso,Texas",88581,2106.443789,4,0,0,0,0,1,0,0,0
54311,0,12-Sep-17,14887,"High Point,North Carolina",27262,1428.698056,0,0,0,0,0,0,0,0,1
57364,0,12-May-15,2904,"Boston,Massachusetts",2114,270.3980971,0,0,0,0,0,0,0,0,0
29539,0,03-May-17,7982,"Moneta,Virginia",24121,778.1797503,0,0,0,0,0,0,0,0,1
57860,1,24-Sep-14,10426,"London,West Virginia",25126,992.5896509,3,2,1,1,0,0,0,0,1
28276,0,04-May-14,9389,"Chase,Michigan",49623,883.8738836,0,0,0,0,0,0,0,0,1
29385,0,24-Sep-17,17312,"Clinton,Alabama",35448,1686.174437,0,0,0,0,0,0,0,0,1
26780,0,02-Oct-14,15226,"Hereford,Colorado",80732,1472.600344,0,0,0,0,0,0,0,0,1
20923,0,26-Jun-15,14868,"Stamford,Nebraska",68977,1426.84521,0,0,0,0,0,0,0,0,0
55325,0,20-Feb-15,13069,"Fort Lauderdale,Florida",33324,1276.937989,0,0,0,0,0,0,0,0,0
36528,0,22-Apr-17,30186,"Boron,California",93516,2978.636785,0,0,0,0,0,0,0,0,1
17276,1,04-Mar-15,40451,"St. Louis, MO ",63105,4005.137104,3,0,0,0,0,0,1,1,0
58161,0,22-Oct-16,10960,"Emden,Illinois",62635,1050.986053,1,0,0,0,0,0,0,0,1
11031,0,11-Mar-16,14723,"Crenshaw,Mississippi",38621,1442.260913,0,0,0,0,0,0,0,0,1
49575,0,03-Aug-17,33559,"Tenino,Washington",98589,3295.894115,0,0,0,0,0,0,0,0,1
14360,1,13-May-14,15604,"Valley Park,Mississippi",39177,1515.397266,3,3,0,1,0,0,0,0,1
55953,0,13-Dec-15,23908,"Orem,Utah",84058,2350.819167,0,0,0,0,0,0,0,0,0
31233,0,24-Jul-14,17644,"Scotland,Indiana",47457,1699.440679,0,0,0,0,0,0,0,0,1
40500,0,16-Apr-14,14690,"Jacksonville,Florida",32246,1438.984668,0,0,0,0,0,0,0,0,1
49569,0,19-Jun-17,21100,"Muse,Pennsylvania",15350,2049.98245,0,0,0,0,0,0,0,0,1
54805,0,07-Jul-17,31869,"Quartzsite,Arizona",85359,3161.883283,0,0,0,0,0,0,0,0,1
17994,0,24-May-15,12011,"White Springs,Florida",32096,1146.106284,0,0,0,0,0,0,0,0,0
5203,0,25-Jan-16,29933,"New Creek,West Virginia",26743,2963.266553,0,0,0,0,0,0,0,0,1
1644,0,03-Jun-15,7611,"Erie,Pennsylvania",16541,736.1262159,0,0,0,0,0,0,0,0,0
2365,1,20-Jul-14,13872,"Carrollton, TX ",75006,1347.175487,5,0,1,0,0,1,1,1,1
28498,1,20-Mar-15,15424,"Trout,Louisiana",71371,1487.366671,2,1,0,1,0,0,0,0,0
41385,0,21-Mar-13,23486,"Ames,Iowa",50013,2323.625485,0,0,0,0,0,0,0,0,0
37156,0,03-Feb-14,14869,"East Durham,New York",12423,1431.920141,0,0,0,0,0,0,0,0,0
48253,0,20-Nov-14,38086,"Manassas,Virginia",20112,3773.61169,0,0,0,0,0,0,0,0,0
41306,1,05-Aug-13,7091,"Houston, TX",77073,689.0934333,1,0,0,0,0,0,0,1,0
31451,0,07-Jun-15,15662,"Vandalia,Illinois",62471,1546.158215,0,0,0,0,0,0,0,0,0
58566,1,25-Jan-15,7835,"Lisco,Nebraska",69148,758.4514979,0,0,1,0,0,1,1,0,0
28771,0,11-Feb-15,5597,"Pulaski,Illinois",62976,499.6522553,0,0,0,0,0,0,0,0,0
51346,0,28-Jul-16,19603,"Kearny,New Jersey",7099,1920.334572,0,0,0,0,0,0,0,0,1
14983,0,19-Dec-15,14512,"Truchas,New Mexico",87578,1421.166692,0,0,0,0,0,0,0,0,0
2117,0,09-Sep-16,17934,"Bronx,New York",10459,1773.393595,0,0,0,0,0,0,0,0,1
18960,0,17-Apr-14,39128,"Poulsbo,Washington",98370,3892.759817,0,0,0,0,0,0,0,0,1
56439,0,17-Feb-14,37259,"Seven Valleys,Pennsylvania",17360,3670.941069,0,0,0,0,0,0,0,0,0
14051,1,07-May-13,8709,"Pearisburg,Virginia",24134,815.8625934,1,2,0,1,0,0,0,0,0
39758,0,05-Mar-16,7936,"Louisville,Kentucky",40229,733.6498423,0,0,0,0,0,0,0,0,1
41201,0,28-Mar-16,22571,"Saint Paul,Minnesota",55114,2217.07604,0,0,0,0,0,0,0,0,1
57270,0,22-May-16,21808,"Sac City,Iowa",50583,2135.796703,0,0,0,0,0,0,0,0,1
40162,0,12-Oct-13,40543,"Tracy,California",95304,4029.301306,0,0,0,0,0,0,0,0,0
27766,1,28-Jan-15,28814,"Tempe, AZ ",85282,2846.415514,0,0,1,0,0,1,1,1,0
31195,0,26-Apr-15,6252,"Esmond,North Dakota",58332,565.2190281,0,0,0,0,0,0,0,0,0
23721,0,19-Apr-16,16070,"Lakeland,Florida",33804,1581.989927,0,0,0,0,0,0,0,0,1
31936,1,02-Mar-14,16184,"Arlington,Arizona",85322,1593.353734,2,0,0,0,0,1,1,0,0
35169,0,06-May-15,10548,"Columbia,Missouri",65212,999.8344274,0,0,0,0,0,0,0,0,0
30482,1,18-Nov-15,35905,"Indianola,Pennsylvania",15051,3545.499272,4,2,1,1,0,0,0,0,0
22967,0,28-Mar-13,4926,"Hanover,Michigan",49241,457.5703035,0,0,0,0,0,0,0,0,0
48521,0,27-Jul-17,29598,"Beaumont,Texas",77707,2939.814365,0,0,0,0,0,0,0,0,1
57011,0,05-Mar-14,30577,"Mccordsville,Indiana",46055,3007.67289,0,0,0,0,0,0,0,0,0
56318,0,16-Mar-14,14483,"Triumph,Illinois",61371,1393.285556,0,0,0,0,0,0,0,0,0
44678,0,25-Oct-15,5715,"Borden,Indiana",47106,531.4765509,0,0,0,0,0,0,0,0,0
10750,0,14-May-13,6720,"Edgar,Nebraska",68935,641.9657284,0,0,0,0,0,0,0,0,0
22719,0,15-Feb-14,13723,"Kempton,Illinois",60946,1342.337524,0,0,0,0,0,0,0,0,0
12381,0,17-Oct-16,16962,"Haverford,Pennsylvania",19041,1646.20753,0,0,0,0,0,0,0,0,1
48884,0,13-Oct-16,38902,"Santa Rosa,California",95406,3865.240624,0,0,0,0,0,0,0,0,1
29687,0,11-May-13,12649,"Sanford,Florida",32773,1229.949405,0,0,0,0,0,0,0,0,0
40002,1,21-Jul-15,5192,"Pierceville,Indiana",47039,489.1701372,5,0,0,1,0,0,0,0,0
29660,0,13-Apr-17,2645,"Melcroft,Pennsylvania",15462,239.5340296,0,0,0,0,0,0,0,0,1
51451,0,13-Apr-16,14088,"Hartford,Connecticut",6199,1383.79324,0,0,0,0,0,0,0,0,1
55840,1,13-Jul-13,38648,"Keyes,California",95328,3799.771586,1,2,1,0,0,0,0,0,0
17439,0,16-Jul-15,11159,"Siloam,North Carolina",27047,1065.882424,0,0,0,0,0,0,0,0,0
41706,0,24-Jan-15,3995,"Glen Richey,Pennsylvania",16837,339.5201832,0,0,0,0,0,0,0,0,0
59421,0,24-Nov-13,14018,"Paragould,Arkansas",72450,1356.77961,0,0,0,0,0,0,0,0,0
38040,0,03-Dec-15,7841,"Yonkers,New York",10710,759.0538795,0,0,0,0,0,0,0,0,0
9290,0,16-May-15,11998,"Palestine,Texas",75802,1144.763034,0,0,0,0,0,0,0,0,0
8120,0,20-Mar-15,41889,"Framingham,Massachusetts",1703,4133.896778,0,0,0,0,0,0,0,0,0
26932,0,05-Jul-17,11822,"Imperial,Nebraska",69033,1127.243634,0,0,0,0,0,0,0,0,1
22962,0,12-Jul-17,18572,"Walston,Pennsylvania",15781,1817.215757,0,0,0,0,0,0,0,0,1
14271,0,23-Jul-14,10345,"Napoleon,Ohio",43545,984.4978359,0,0,0,0,0,0,0,0,1
27559,0,26-Jun-17,5562,"Harmony,Rhode Island",2829,491.2379533,0,0,0,0,0,0,0,0,1
15776,1,12-Oct-13,9545,"Regina,Kentucky",41559,909.5426188,1,0,0,0,0,0,1,0,0
43642,0,10-Aug-14,14682,"Castell,Texas",76831,1433.229202,0,0,0,0,0,0,0,0,1
29816,0,26-Nov-13,14178,"Bayfield,Wisconsin",54814,1392.78974,0,0,0,0,0,0,0,0,0
35047,0,17-Dec-14,11140,"Coopers Plains,New York",14827,1074.041076,0,0,0,0,0,0,0,0,0
18183,0,19-Feb-14,18024,"Skaneateles Falls,New York",13153,1772.364572,0,0,0,0,0,0,0,0,0
32180,0,31-Aug-16,8557,"Saint Anne,Illinois",60964,830.7487875,0,0,0,0,0,0,0,0,1
20706,1,21-May-13,11703,"Twin Oaks,Oklahoma",74368,1145.25563,1,1,1,0,0,1,0,0,0
36786,0,01-Mar-14,36758,"Stoddard,New Hampshire",3464,3615.822639,0,0,0,0,0,0,0,0,0
46740,0,03-Jun-17,4897,"Richburg,New York",14774,449.6732251,1,0,0,0,0,0,0,0,1
40932,0,04-Sep-13,10326,"Reddick,Florida",32686,987.5571182,0,0,0,0,0,0,0,0,0
34654,0,11-Jul-15,32538,"Willow Creek,California",95573,3233.815319,0,0,0,0,0,0,0,0,0
54332,0,09-Oct-15,12335,"Marion,Ohio",43301,1208.502112,0,0,0,0,0,0,0,0,0
33871,0,12-Nov-16,5084,"Bloomington,Illinois",61701,468.4020901,0,0,0,0,0,0,0,0,1
46327,0,26-Feb-15,34200,"Stirling City,California",95978,3359.968534,0,0,0,0,0,0,0,0,0
16329,1,08-Dec-14,5037,"Smiths Station,Alabama",36877,478.6674789,4,0,0,1,0,0,0,0,0
25108,1,26-Jun-15,6150,"Mechanicstown,Ohio",44651,579.9514914,5,1,1,0,0,0,0,0,0
12565,1,19-Sep-13,22026,"Barnstead,New Hampshire",3218,2167.646427,3,2,0,1,0,0,1,0,0
